GEO,PARTNER,"PROPERTY 
CODE","PROPERTY
INFO / NOTES",VENDOR CODE,NAME,AREA,ADDRESS,ORDER #,BIKE BILLING,# OF BIKES,BIKE TYPE,"LOCK 
CODE",STORAGE LOCATION,BIKE START DATE,BIKE END DATE
1288,"360 Blue, LLC",SB8028,Old name: Seacrest 30A Alpha,40 * 437174,On the Beach,R-Seacrest Area,8028 E County Hwy 30A,1039,Monthly,6,Blue Tire 360 YOLO,8028,"Next to gart. by pool fence entrance, at the end of the driveway.",10/31/2018,
1290,Callista Vacation Rentals,SBTB240,,112 * 697410,Tranquility Alpha,R-Seacrest Area,8600 E County Hwy 30A #240,45662,Monthly,3,Vacayzen New Wave,0240,,8/6/2022,
1291,"360 Blue, LLC",SB8718A,Gate : 2002,40 * 437174,Lost Shaker of Salt,R-Seacrest Area,8718 E County Hwy 30A #A,38969,Monthly,5,Blue Tire 360 YOLO,8718,Gate : 2002,6/4/2022,6/6/2023
1292,"Benchmark Management, LLC",Villa Breeze,,489145*(or 'checkmark')  Benchmark can open doors remotely if we call them. (850) 745-4555,Villa Breeze,R-Seacrest Area,30 Pelican Circle,N/A,Paid,4,Generic TAXI,0030,,1/1/2018,1/10/2018
1293,Royal,ALLISWE,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",All Is Well,R-Seacrest Area,30 Pelican Circle,N/A,Monthly,6,Royal TAXI,0030,,5/24/2019,1/4/2022
1294,"Dune Real Estate Company, LLC",BEACH PLEASE,,,BEACH PLEASE,R-Seacrest Area,98 Pelican Circle,N/A,Monthly,5,Generic TAXI,0098,,1/1/2018,10/14/2018
1295,"Oversee Rentals, LLC",2ODCD1,,,Slice of Heaven,R-Seacrest Area,118 Pelican Circle #A,1690,Monthly,3,Oversee YOLO,0118,,7/31/2020,6/25/2023
1296,"360 Blue, LLC",SB179PCA,,40 * 437174,Pelican Paradise UNIT A,R-Seacrest Area,179 Pelican Circle #A,N/A,Monthly,5,Blue Tire 360 YOLO,0179,,10/31/2018,1/8/2019
1297,"360 Blue, LLC",SB179PCB,,40 * 437174,Pelican Paradise UNIT B,R-Seacrest Area,179 Pelican Circle #B,N/A,Monthly,5,Blue Tire 360 YOLO,0179,,10/31/2018,1/8/2019
1298,"Oversee Rentals, LLC",2AKLM1,,,Shores Fun,R-Seacrest Area,194 Pelican Circle,1710,Monthly,6,Oversee YOLO,0194,,10/31/2018,6/25/2023
1299,"Oversee Rentals, LLC",2OJCS1,,,Mobile,R-Seacrest Area,275 Pelican Circle,1732,Monthly,2,Oversee YOLO,0275,,6/30/2019,6/25/2023
1301,"Oversee Rentals, LLC",2AJAR1,,,Villa Del Lago,R-Seacrest Area,363 Pelican Circle,1700,Monthly,3,Oversee YOLO,0363,,10/31/2018,6/25/2023
1302,"Oversee Rentals, LLC",2ANCL1,,,Palms on Pelican,R-Seacrest Area,406 Pelican Circle,48801,Monthly,4,Oversee YOLO,0406,bike rack is set up on left side of house,11/9/2022,6/25/2023
1303,"Oversee Rentals, LLC",2OJCS2,,,Villa Bon Secour,R-Seacrest Area,426 Pelican Circle,29129,Monthly,3,Oversee YOLO,0426,,9/3/2021,6/25/2023
1305,"360 Blue, LLC",SB426PC,,40 * 437174,Pelican Alpha,R-Seacrest Area,426 Pelican Circle,N/A,Monthly,3,Blue Tire 360 YOLO,0426,,2/11/2021,9/1/2021
1306,"360 Blue, LLC",SB426PC,,40 * 437174,Pelican Alpha,R-Seacrest Area,426 Pelican Circle,N/A,Monthly,3,Blue Tire 360 YOLO,0426,,10/31/2018,12/14/2020
1307,"360 Blue, LLC",SB427PC,,40 * 437174,Pelican Circle Alpha,R-Seacrest Area,427 Pelican Circle,N/A,Monthly,5,Blue Tire 360 YOLO,0427,,2/2/2020,3/2/2020
1308,30A Sea Story,The Dundee,,,The Dundee,R-Seacrest Area,10343 E County Hwy 30A #413B,N/A,Paid,0,Generic TAXI,0413,,1/1/2021,12/31/2021
1309,Royal,KAIYAM7,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Beach House Named Desire,R-Seacrest Area,25 Stella Way #M7,12131,Monthly,4,Royal TAXI,0007,,9/1/2021,9/7/2021
1310,"360 Blue, LLC",SB41TW,,40 * 437174,Tranquil Alpha,R-Seacrest Area,41 Tranquil Way,N/A,Monthly,4,Blue Tire 360 YOLO,0041,,10/31/2018,7/27/2019
1311,"Dune Real Estate Company, LLC",Shiplap House,,,Shiplap House,R-Seacrest Area,41 Tranquil Way,N/A,Monthly,4,Dune YOLO,0041,,8/1/2019,11/3/2020
1312,Royal,SEABISC,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Sea Biscuit,R-Seacrest Area,7588 E County Hwy 30A,N/A,Monthly,2,30A w/ Yellow,7588,,10/31/2018,2/7/2019
1313,"360 Blue, LLC",SB7588,,40 * 437174,7588 Alpha,R-Seacrest Area,7588 E County Hwy 30A #E3,N/A,Monthly,4,Blue Tire 360 YOLO,7588,,1/25/2019,10/9/2019
1314,iTrip,ENDLESS,,,Endless Summer,R-Seacrest Area,7875 E County Hwy 30A,18606,Paid,4,Generic TAXI,7875,,8/1/2021,1/2/2022
1315,"360 Blue, LLC",SB7939,,40 * 437174,Roll With It,R-Seacrest Area,7939 E County Hwy 30A,N/A,Monthly,6,Blue Tire 360 YOLO,7939,,10/31/2018,1/18/2021
1316,Royal,PELICAN,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Pelican's Perch,R-Seacrest Area,8009 E County Hwy 30A,N/A,Monthly,0,Generic TAXI,8009,,1/1/2018,12/22/2018
1317,"360 Blue, LLC",SB8016,,40 * 437174,Seacrest Charlie,R-Seacrest Area,8016 E County Hwy 30A,N/A,Monthly,4,Blue Tire 360 YOLO,8016,,10/31/2018,3/1/2019
1318,Royal,8016E30A,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",The Beach House,R-Seacrest Area,8016 E County Hwy 30A,N/A,Monthly,4,Royal TAXI,8016,,1/30/2020,10/21/2020
1319,Harmony Beach Vacations,The Beach House,,,The Beach House,R-Seacrest Area,8016 E County Hwy 30A,N/A,Paid,4,Generic TAXI,8016,"Bikes stored near the front door, adjacent to the pool.",12/19/2019,1/31/2020
1320,"360 Blue, LLC",SB8034,,40 * 437174,Seacrest Beta,R-Seacrest Area,8034 E County Hwy 30A,N/A,Monthly,7,Blue Tire 360 YOLO,8034,,10/31/2018,12/14/2020
1321,Royal,HUSKERHA,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Husker Haven,R-Seacrest Area,8035 E County Hwy 30A,2036,Monthly,6,Royal TAXI,8035,,10/31/2018,3/15/2022
1322,"360 Blue, LLC",SB8055,Old name: Seacrest Gamma,40 * 437174,,R-Seacrest Area,8055 E County Hwy 30A,49156,Monthly,8,Blue Tire 360 YOLO,8055,,3/7/2023,
1323,Royal,8066,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",8066 E Co Hwy 30A,R-Seacrest Area,8066 E County Hwy 30A,N/A,Monthly,8,Royal TAXI,8066,,3/1/2020,1/7/2022
1324,Royal,ALLWELL,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841","8121 E Co Hwy 30A
ALLWELL",R-Seacrest Area,8121 E County Hwy 30A,N/A,Monthly,8,Royal TAXI,8121,,10/31/2018,6/14/2020
1325,"360 Blue, LLC",SB8183,Garge Code: 8183,40 * 437174,Seacrest Echo,R-Seacrest Area,8183 E County Hwy 30A,2364,Monthly,7,Blue Tire 360 YOLO,8183,Garage,11/20/2020,6/18/2022
1326,"Vacasa, LLC",Sea Turtle,,,Sea Turtle,R-Seacrest Area,8307 E County Hwy 30A #2,N/A,Paid,2,BOSS,0002,,1/1/2021,12/31/2021
1327,VRBO - Rosemary Trowbridge,8329 E Co Hwy 30A Unit 8,,,8329 E Co Hwy 30A Unit 8,R-Seacrest Area,8329 E County Hwy 30A #8,N/A,Paid,2,30A w/ Yellow,0008,,1/1/2021,12/31/2021
1328,"Oversee Rentals, LLC",2CCJM1,,,Arcadia Treasure,R-Seacrest Area,8335 E County Hwy 30A #6,N/A,Monthly,3,Oversee YOLO,0006,,10/31/2018,12/8/2020
1329,"Benchmark Management, LLC",Sea-Esta,,489145*(or 'checkmark')  Benchmark can open doors remotely if we call them. (850) 745-4555,Sea-Esta,R-Seacrest Area,8849 E County Hwy 30A,N/A,Paid,4,Generic TAXI,8849,,1/1/2018,9/23/2018
1330,"Benchmark Management, LLC",MIRAG,,489145*(or 'checkmark')  Benchmark can open doors remotely if we call them. (850) 745-4555,The Mirage,R-Seacrest Area,8870 E County Hwy 30A,N/A,Paid,4,Generic TAXI,8870,,10/31/2018,1/17/2019
1331,"360 Blue, LLC",SB8968EC,,40 * 437174,57 Palms,R-Seacrest Area,8968 E County Hwy 30A,N/A,Monthly,4,Blue Tire 360 YOLO,8968,,7/11/2019,2/12/2021
1332,"Benchmark Management, LLC",Sea Bungalow,,489145*(or 'checkmark')  Benchmark can open doors remotely if we call them. (850) 745-4555,Sea Bungalow,R-Seacrest Area,9955 E County Hwy 30A #210,N/A,Paid,0,Generic TAXI,0210,,1/1/2018,1/10/2018
1333,Rosemary Cottages,Dream Getaways,,,Dream Getaways,R-Seacrest Area,9961 E County Hwy 30A,N/A,Paid,2,Generic TAXI,3528,,10/27/2018,12/31/2021
1334,"Oversee Rentals, LLC",2ARMM1,Gate: 6741 or #6741,,Texas Tea,Q-Watersound Bridges,55 Coast Bridge Lane,29130,Monthly,4,Oversee YOLO,0055,,6/13/2021,6/25/2023
1335,Royal,217GULFB,Gate: 6741 or #6741,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",217 Gulf Bridge,Q-Watersound Bridges,217 Gulf Bridge Lane,35130,Monthly,4,Royal TAXI,0217,,4/27/2022,
1336,"360 Blue, LLC",WS121GB,,40 * 437174,Gulf Bridge Charlie,Q-Watersound Bridges,121 Gulf Bridge Lane,8630,Monthly,5,Blue Tire 360 YOLO,0121,,3/18/2021,3/19/2022
1337,"360 Blue, LLC",WS142GB,,40 * 437174,WS142GB,Q-Watersound Bridges,142 Gulf Bridge Lane,N/A,Monthly,5,Blue Tire 360 YOLO,0142,,1/1/2018,5/21/2018
1338,"360 Blue, LLC",WS165GB,,40 * 437174,Gulf Bridge Alpha,Q-Watersound Bridges,165 Gulf Bridge Lane,1385,Monthly,5,Blue Tire 360 YOLO,0165,Located in rack next to grill by garage.,6/18/2021,8/27/2022
1339,"360 Blue, LLC",WS224GB,"Gate: 6741 or #6741
Old name: Gulf Bridge Beta",40 * 437174,Siena By The Sea,Q-Watersound Bridges,224 Gulf Bridge Lane,5994,Monthly,5,Black Tire 360 YOLO,0224,,3/20/2021,
1340,"Dune Real Estate Company, LLC",229 Gulf Bridge Lane,Gate: 6741 or #6741,,229 Gulf Bridge Ln,Q-Watersound Bridges,229 Gulf Bridge Lane,46111,Monthly,3,Dune TAXI,0229,,8/23/2022,
1341,"Dune Real Estate Company, LLC",224 Gulf Bridge Lane,,,224 Gulf Bridge Lane,Q-Watersound Bridges,224 Gulf Bridge Lane,N/A,Monthly,5,Dune YOLO,0224,,10/31/2018,2/24/2021
1342,Royal,11SLAKE,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",11 S Lake Bridge,Q-Watersound Bridges,11 S Lake Bridge Lane,48906,Monthly,6,Royal TAXI,0011,,11/17/2022,
1343,"360 Blue, LLC",WS23SHO,"23 Shore Dr in maps. 
Please stop by the main Watersound gate for access.
-
Garage: 00070000
Old name: Shore Ln Beta",40 * 437174,Picture Perfect Memories,Q-Watersound Bridges,23 Shore Bridge Circle,1401,Monthly,4,Black Tire 360 YOLO,0023,In garage.,1/18/2019,
1344,Royal,35SHORE,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Serenity By the Sea,Q-Watersound Bridges,35 Shore Bridge Circle,61719,Monthly,4,Royal TAXI,0035,,7/3/2023,
1345,"360 Blue, LLC",WS35SHO,"Please stop by the main Watersound gate for access.
Old name: Shore Ln Charlie",40 * 437174,Serenity By the Sea,Q-Watersound Bridges,35 Shore Bridge Circle,46865,Monthly,4,Black Tire 360 YOLO,0035,,9/18/2022,6/4/2023
1346,"360 Blue, LLC",WS77SHO,"Please stop by the main Watersound gate for access.
Old name: Shore Ln Alpha",40 * 437174,Watersound,Q-Watersound Bridges,77 Shore Bridge Circle,40361,Monthly,5,Black Tire 360 YOLO,0077,"Bike rack at the back of the home, at the base of the carriage house stairs.",6/15/2022,
1347,"360 Blue, LLC",WS45TB,"Please stop by the main Watersound gate for access.
Old name: Tidal Bridge Alpha",40 * 437174,,Q-Watersound Bridges,45 Tidal Bridge Way,1421,Monthly,5,Blue Tire 360 YOLO,0045,On bike rack in driveway.,12/21/2018,
1348,"Dune Real Estate Company, LLC",108 Tidal Bridge Way,Please stop by the main Watersound gate for access.,,,Q-Watersound Bridges,108 Tidal Bridge Way,55731,Monthly,5,Dune TAXI,0108,,5/5/2023,
1349,"360 Blue, LLC",WS108TB,"Please stop by the main Watersound gate for access.
Old name: Tidal Bridge Beta",40 * 437174,,Q-Watersound Bridges,108 Tidal Bridge Way,5986,Monthly,5,Black Tire 360 YOLO,0108,,6/4/2021,4/27/2023
1350,Royal,45TIDAL,Please stop by the main Watersound gate for access.,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",45 Tidal Bridge Way,Q-Watersound Bridges,45 Tidal Bridge Way,N/A,Monthly,6,Generic TAXI,0045,,10/31/2018,12/18/2018
1351,"Dune Real Estate Company, LLC",425A WaterSound Crossings,"Please stop by the main Watersound gate for access.
Gate: 6741 or #6741
-
Garage: 6240[ENTER]",,WS Crossings #425A,Q-Watersound Bridges,387 Bridge Lane #A425,1502,Monthly,3,Dune TAXI,0425,In the bike rack outside of building A.,10/31/2018,
1352,"Dune Real Estate Company, LLC",426A WaterSound Crossings,"Please stop by the main Watersound gate for access.
Gate: 6741 or #6741
-
Garage B: 6240[ENTER]",,WS Crossings #426A,Q-Watersound Bridges,387 Bridge Lane #A426,1503,Monthly,3,Dune TAXI,0426,In garage at 387 Bridge Ln Unit B. ,10/31/2018,
1353,"Dune Real Estate Company, LLC",316B WaterSound Crossings,"Please stop by the main Watersound gate for access.
Gate: 6741 or #6741
-
Garage A: 6130 ENTER ",,WS Crossings #316B,Q-Watersound Bridges,387 Bridge Lane B316,1499,Monthly,3,Dune TAXI,0316,In garage A at 363 Bridge Ln.,10/31/2018,
1354,"Dune Real Estate Company, LLC",420B WaterSound Crossings,"Please stop by the main Watersound gate for access.
Gate: 6741 or #6741
-
Garage F: 0240[ENTER]",,WS Crossings #420B,Q-Watersound Bridges,387 Bridge Lane B420,1501,Monthly,3,Dune TAXI,0420,In Garage F at 363 Bridge Lane.,10/31/2018,
1355,"360 Blue, LLC",WSC104A,"Please stop by the main Watersound gate for access.
-
Garage: 0104
Old name: Bridge Beta",40 * 437174,Crossings Unit 104A,Q-Watersound Bridges,429 Bridge Lane #A104,38440,Monthly,3,Black Tire 360 YOLO,0104,In garage.,5/29/2022,
1356,"360 Blue, LLC",WSC317A,"Please stop by the main Watersound gate for access.
Gate: 6741 or #6741
-
387 Bridge Ln unit E. Garage E: 30600 ENTER",40 * 437174,,Q-Watersound Bridges,429 Bridge Lane #A317,53643,Monthly,3,Black Tire 360 YOLO,0317,In garage 387 Bridge Ln unit E. Garage E.,4/3/2023,
1357,"360 Blue, LLC",WSC317A,"Please stop by the main Watersound gate for access.
Gate: 6741 or #6741
-
387 Bridge Ln unit E. Garage E: 30600 ENTER",40 * 437174,Crossings Unit 317A,Q-Watersound Bridges,429 Bridge Lane #A317,1448,Monthly,3,Black Tire 360 YOLO,0317,In garage 387 Bridge Ln unit E. Garage E.,7/15/2020,1/3/2023
1358,"360 Blue, LLC",WSC105A,Please stop by the main Watersound gate for access.,40 * 437174,Bridge Delta,Q-Watersound Bridges,429 Bridge Lane #A105,N/A,Monthly,3,Blue Tire 360 YOLO,0105,,10/31/2018,2/27/2020
1359,"360 Blue, LLC",WSC323A,"Please stop by the main Watersound gate for access.
Gate: 6741 or #6741
-
Garage A: 023000 [ENTER]
Old name: Bridge Foxtrot",40 * 437174,Crossings Unit 323A,Q-Watersound Bridges,429 Bridge Lane #A323,1449,Monthly,3,Black Tire 360 YOLO,0323,In garage A.,1/13/2019,
1360,"360 Blue, LLC",WSC428A,,40 * 437174,Bridge Alpha,Q-Watersound Bridges,429 Bridge Lane #428A,N/A,Monthly,3,Blue Tire 360 YOLO,0428,,3/23/2019,7/11/2020
1361,"360 Blue, LLC",WSC426A,,40 * 437174,WSC426A,Q-Watersound Bridges,429 Bridge Lane #A426,N/A,Monthly,3,Blue Tire 360 YOLO,0426,,1/1/2018,3/1/2018
1362,"360 Blue, LLC",WSC110B,,40 * 437174,WSC110B,Q-Watersound Bridges,100 S Bridge Lane #B110,N/A,Monthly,4,Blue Tire 360 YOLO,0110,,1/1/2018,11/26/2018
1363,"360 Blue, LLC",WSC312B,,40 * 437174,Watersound Quebec,Q-Watersound Bridges,100 S Bridge Lane #B312,1156,Monthly,3,Blue Tire 360 YOLO,0312,,10/31/2018,3/27/2022
1364,"360 Blue, LLC",WSC103C,"Please stop by the main Watersound gate for access.
Gate: 6741 or #6741
-
Garage: 75500 ENTER
Old name: Bridge Charlie",40 * 437174,Crossings Unit #103C,Q-Watersound Bridges,100 S Bridge Lane #C103,1441,Monthly,4,Black Tire 360 YOLO,0103,In garage.,3/28/2020,
1365,Royal,CRC104,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",About Dune Time,Q-Watersound Bridges,100 S Bridge Lane #C104,31106,Monthly,4,Royal TAXI,0104,Please keep in garage,3/7/2022,6/18/2022
1366,Royal,CRC104,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",About Dune Time,Q-Watersound Bridges,100 S Bridge Lane #C104,N/A,Monthly,4,Royal TAXI,0104,Please place on the bike rack near the unit,3/6/2021,1/3/2022
1367,"360 Blue, LLC",WSC110C,"Please stop by the main Watersound gate for access.
Gate: 6741 or #6741
-
Garage: 1490
Old name: Watersound Victor",40 * 437174,Crossings Unit 110C,Q-Watersound Bridges,100 S Bridge Lane #C110,1444,Monthly,3,Blue Tire 360 YOLO,0110,"In garage, connected to the condo.",10/31/2018,
1368,"360 Blue, LLC",WSC111C,,40 * 437174,Crossings Alpha,Q-Watersound Bridges,100 S Bridge Lane #C111,N/A,Monthly,3,Blue Tire 360 YOLO,0111,,10/31/2018,9/3/2020
1369,"360 Blue, LLC",WSC112C,,40 * 437174,Crossings Unit 112C,Q-Watersound Bridges,100 S Bridge Lane #C112,1445,Monthly,3,Blue Tire 360 YOLO,0112,,10/31/2018,7/9/2022
1370,Royal,CROSS214,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Crossings at Watersound C214,Q-Watersound Bridges,100 S Bridge Lane #C214,N/A,Monthly,4,Royal TAXI,0214,,10/31/2018,5/5/2020
1371,Royal,BEACHHAV,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Beach Haven,Q-Watersound Bridges,100 S Bridge Lane #C316,N/A,Monthly,3,Generic TAXI,0316,,1/1/2018,10/25/2018
1372,"360 Blue, LLC",WSC426C,"Please stop by the main Watersound gate for access.
Gate: 6741 or #6741
-
Garage C426: 0426[ENTER]
Old name: Indescribable",40 * 437174,Indescribable Unit 426C,Q-Watersound Bridges,100 S Bridge Lane #C426,1450,Monthly,3,Blue Tire 360 YOLO,0426,In garage C426.,10/31/2018,
1373,"360 Blue, LLC",WSC427C,"Please stop by the main Watersound gate for access.
Gate: 6741 or #6741
-
Garage: 31210
Old name: Bridge Golf",40 * 437174,Crossings Unit 427C,Q-Watersound Bridges,100 S Bridge Lane #C427,1451,Monthly,3,Black Tire 360 YOLO,0427,In garage A at 81 S Bridge Ln.,9/12/2020,
1374,"360 Blue, LLC",WSC101B,"Please stop by the main Watersound gate for access.
Gate: 6741 or #6741
-
Access garage from inside the home. 
Old name: Bridge Echo",40 * 437174,At the Water's Edge,Q-Watersound Bridges,337 S Bridge Lane #B101,1440,Monthly,4,Blue Tire 360 YOLO,0101,In garage.,10/31/2018,
1375,Royal,CRB103,"Please stop by the main Watersound gate for access.
Gate: 6741 or #6741","Kaba: 84 * 919957 
Lockbox: 1534 or 3841",The Golden Pearl,Q-Watersound Bridges,337 S Bridge Lane #B103,35408,Monthly,4,Royal TAXI,0103,,4/29/2022,
1376,Royal,CRB105,"Please stop by the main Watersound gate for access.
Gate: 6741 or #6741","Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Crossings B105,Q-Watersound Bridges,337 S Bridge Lane #B105,29469,Monthly,4,Royal TAXI,0105,In the bike rack near the unit.,2/20/2022,
1377,"360 Blue, LLC",WSC107B,"Please stop by the main Watersound gate for access.
Gate: 6741 or #6741
-
Garage: 01070[ENTER]
Old name: Watersound Golf",40 * 437174,Crossings Unit 107B,Q-Watersound Bridges,337 S Bridge Lane #B107,1443,Monthly,3,Blue Tire 360 YOLO,0107,In garage.,10/31/2018,
1378,"Dune Real Estate Company, LLC",110B WaterSound Crossings,"Please stop by the main Watersound gate for access.
Gate: 6741 or #6741
-
Garage: #6741",,WS Crossings #110B,Q-Watersound Bridges,337 S Bridge Lane #B110,1490,Monthly,4,Dune TAXI,0110,In garage.,11/28/2018,
1379,"360 Blue, LLC",WSC313B,"Please stop by the main Watersound gate for access.
Gate: 6741 or #6741
-
Garage F: #0312 or *0312
Old name: Crossings Beta",40 * 437174,Crossings Unit 313B,Q-Watersound Bridges,337 S Bridge Lane #B313,1447,Monthly,3,Black Tire 360 YOLO,0313,In garage F.,1/21/2020,
1380,"360 Blue, LLC",WS24NLB,"Please stop by the main Watersound gate for access.
Gate: 6741 or #6741
Old name: North Lake Bridge Alpha",40 * 437174,,Q-Watersound Bridges,24 N Lake Bridge Lane,24649,Monthly,4,Black Tire 360 YOLO,0024,,9/10/2021,
1381,"360 Blue, LLC",WS19CB,"Please stop by the main Watersound gate for access.
Gate: 6741 or #6741
Old name: Creek Bridge Beta",40 * 437174,,Q-Watersound Bridges,19 Creek Bridge Way,1388,Monthly,4,Black Tire 360 YOLO,0019,,8/1/2020,
1382,"360 Blue, LLC",WS11LB,,40 * 437174,Lake Bridge Alpha,Q-Watersound Bridges,11 S Lake Bridge Lane,N/A,Monthly,4,Blue Tire 360 YOLO,0011,,10/31/2018,8/14/2021
1383,"360 Blue, LLC",WS24LB,,40 * 437174,Lake Bridge Beta,Q-Watersound Bridges,24 S Lake Bridge Lane,1204,Monthly,5,Blue Tire 360 YOLO,0024,,10/21/2020,6/26/2021
1384,"360 Blue, LLC",WS19LB,,40 * 437174,Lake Bridge Charlie,Q-Watersound Bridges,19 E Lake Bridge Lane,N/A,Monthly,4,Blue Tire 360 YOLO,0019,,3/17/2021,9/30/2021
1385,"360 Blue, LLC",WS19LB,,40 * 437174,Lake Bridge Charlie,Q-Watersound Bridges,19 E Lake Bridge Lane,N/A,Monthly,4,Blue Tire 360 YOLO,0019,,11/27/2021,1/12/2022
1386,"360 Blue, LLC",WS22CBL,,40 * 437174,Creek Bridge Alpha,Q-Watersound Bridges,22 Creek Bridge Lane,N/A,Monthly,4,Blue Tire 360 YOLO,0022,,11/8/2018,8/10/2019
1387,"360 Blue, LLC",WS29CBW,,40 * 437174,WS29CBW,Q-Watersound Bridges,29 Creek Bridge Way,N/A,Monthly,5,Blue Tire 360 YOLO,0029,,1/1/2018,1/2/2018
1388,XPLORIE,Prominence Just Beachy,,"House: 23 * 770179
Garage: 1288",Just Beachy,P-Prominence,80 Wharf Lane #B,51087,Monthly,4,2022 Vacayzen TAXI,0802,In garage.,3/1/2023,
1389,XPLORIE,Prominence Salty Dog Sea Cottage,,"House: 23 * 770179
Garage: 1288",Salty Dog Sea Cottage,P-Prominence,80 Wharf Lane #C,51089,Monthly,4,2022 Vacayzen TAXI,0803,In garage.,3/1/2023,
1390,XPLORIE,Prominence Emerald Waves,,"House: 23 * 770179
Garage: 1288",Emerald Waves,P-Prominence,110 Wharf Lane #C,51092,Monthly,4,2022 Vacayzen TAXI,1103,In garage.,3/1/2023,
1391,XPLORIE,Prominence Reelem Inn,,"House: 23 * 770179
Garage: 1288",Reelem Inn,P-Prominence,128 Wharf Lane #A,51133,Monthly,4,2022 Vacayzen TAXI,1281,In garage.,5/19/2023,
1392,XPLORIE,Prominence Breezy Bliss,,"House: 23 * 770179
Garage: 1288",Breezy Bliss,P-Prominence,128 Wharf Lane #B,53880,Monthly,4,2022 Vacayzen TAXI,1282,In garage.,4/11/2023,
1393,XPLORIE,Prominence Sea-in' Believ,,"House: 23 * 770179
Garage: 1288",Wharf Sea-In is Believin',P-Prominence,128 Wharf Lane #C,51094,Monthly,4,2022 Vacayzen TAXI,1283,In garage.,3/1/2023,
1394,XPLORIE,Prominence Haven 30A,,"House: 23 * 770179
Garage: 1288",Haven 30A,P-Prominence,3 Milestone Drive #B,51096,Monthly,4,2022 Vacayzen TAXI,0032,In garage.,3/1/2023,
1395,XPLORIE,Prominence Pier Pleasure,,"House: 23 * 770179
Garage: 1288",Pier Pleasure,P-Prominence,8 Milestone Drive #B,51098,Monthly,4,2022 Vacayzen TAXI,0082,In garage.,3/1/2023,
1396,"Benchmark Management, LLC",Beach Abode,,489145*(or 'checkmark')  Benchmark can open doors remotely if we call them. (850) 745-4555,Beach Abode,P-Prominence,11 Milestone Drive #C,N/A,Paid,2,Generic TAXI,0011,,1/1/2018,1/10/2018
1397,"Oversee Rentals, LLC",2CJGH1,"Open garage from inside house.
House: 5512#",,12 Milestone Dr C,P-Prominence,12 Milestone Drive #C,1733,Monthly,2,Oversee YOLO,0012,In garage.,10/31/2018,6/25/2023
1398,XPLORIE,Prominence Coronado Palm,,"House: 23 * 770179
Garage: 1288",Coronado Palms,P-Prominence,26 Milestone Drive #B,51099,Monthly,4,2022 Vacayzen TAXI,0262,In garage.,3/1/2023,
1399,XPLORIE,Prominence Beauty Beach,,"House: 23 * 770179
Garage: 1288",Coral Cottage,P-Prominence,30 Milestone Drive #C,51100,Monthly,4,2022 Vacayzen TAXI,0303,In garage.,3/1/2023,
1400,XPLORIE,Prominence 30A Hideaway,,"House: 23 * 770179
Garage: 1288",30A Hideaway,P-Prominence,33 Milestone Drive #C,51033,Monthly,4,2022 Vacayzen TAXI,0333,In garage.,3/1/2023,
1401,30A Sea Story,33A Milestone,,,33A Milestone,P-Prominence,33 Milestone Drive #A,N/A,Paid,0,Generic TAXI,0033,Garage per HOA,1/1/2021,12/31/2021
1402,XPLORIE,Prominence Beach Bliss,,"House: 23 * 770179
Garage: 1288",Beach's Bliss,P-Prominence,36 Milestone Drive #C,51068,Monthly,4,2022 Vacayzen TAXI,0363,In garage.,3/1/2023,
1403,XPLORIE,Prominence Git Er Dune,,"House: 23 * 770179
Garage: 1288",Git Er Dune,P-Prominence,40 E Milestone Drive #B,51130,Monthly,4,2022 Vacayzen TAXI,0402,In garage.,3/1/2023,
